"","X","Unique_State_Route_ID","Redundancy_q0","Redundancy_q1","Representativeness_q0","Representativeness_q1","Alpha_q0","Alpha_q1","Landscape_Redundancy_q0","Landscape_Redundancy_q1","Landscape_Representativeness_q0","Landscape_Representativeness_q1","Landscape_Alpha_q0","Landscape_Alpha_q1","BCR"
"72",72,"02_217",1703.78319123021,837.110405868561,0.512514751956455,0.251811048631201,61,25.5870436676851,3205.55475211048,2303.50249848397,0.996358854018901,0.715980629595581,16,5.96047433471945,27
"73",73,"02_218",2371.28771929825,1268.51149394159,0.495231193064593,0.264922073963573,62,34.6307004032183,3205.85126106265,2508.72472458397,0.996358854018901,0.779696214230106,16,5.04836509757615,27
"74",74,"06_002",1694.8216080402,357.262543287778,0.247147344428002,0.0520978068832091,38,22.2978599332376,2792.91808484456,1739.39362964798,0.868018417192795,0.540590758273636,13,2.74345776631463,16
"75",75,"06_009",1855.66885245902,476.291845606362,0.20737156317428,0.0532257597683289,30,19.3618588317283,2757.41792390298,2027.69578369757,0.857069688488685,0.630255058044892,13,3.60227847791477,34
"76",76,"06_012",2651.77027027027,872.168799076905,0.215693846661725,0.0709418328277968,31,17.3995201434026,3205.55651688245,1730.7031625911,0.996358854018901,0.537941356093518,16,3.00503284301777,33
"77",77,"06_013",902.545638945233,130.05017815227,0.163029041523116,0.0234912839630503,40,21.0980769561166,3205.84949596613,1433.28587718493,0.996358854018901,0.445456680318389,16,2.1911108794943,33
"78",78,"06_014",680.869405722671,133.378806932122,0.340023207424324,0.0666087936310684,88,41.578661884549,2892.52473904714,2106.63355529036,0.89906502210037,0.654791476241076,14,3.71091429503239,34
"79",79,"06_017",3940.40151515152,1598.50136808988,0.190573843320208,0.0773100274421617,22,15.2931803809996,2892.54066345153,1739.28264370811,0.89906502210037,0.540607158358249,14,2.79875737180069,16
"80",80,"06_018",875.037037037037,162.181066477804,0.121190093133805,0.0224616075881059,32,14.6317388872378,2365.85978099823,1342.14608662639,0.735292644253733,0.417129600383135,9,2.53570167149831,33
"81",81,"06_020",873.108742004264,185.854018008125,0.300068259285626,0.0638739357218178,45,21.6459995824491,2980.91006620737,1611.51473367775,0.926534209264202,0.50089519519971,15,3.05547474827476,33
"82",82,"06_024",660.150102810144,295.530854775748,0.352896109953508,0.15798178107925,41,8.75864903499832,3205.85832146817,1791.79793593252,0.996358854018901,0.556878551408211,16,4.0075694918585,33
"83",83,"06_025",731.366841710428,282.209193337939,0.357202343898562,0.137832042117581,52,12.8625658804362,2998.39748130246,1529.02903571509,0.931970206127304,0.475257037959832,15,3.3222936292676,33
"84",84,"06_028",916.105131414268,137.603905591704,0.268189011171,0.0402834282970725,63,29.6705076629315,3205.55298734045,1694.11252057706,0.996358854018901,0.526568743754153,16,2.65035937585451,34
"85",85,"06_029",811.208978328173,188.977507043534,0.19200571282223,0.0447292398341562,51,17.6277124167847,2892.80503418043,1868.93383742962,0.89906502210037,0.580852501983024,14,3.0752940191986,34
"86",86,"06_031",1017.12708333333,127.788629246734,0.178881463701852,0.0224741012393411,52,26.855674258598,3719.25995350665,1514.69556876556,0.999962413326166,0.40724193934581,17,4.07089775328123,34
"87",87,"06_032",1151.22814982974,185.9237635636,0.371608973586258,0.0600149839572475,91,55.5635308836322,3319.37214945621,2049.5111359599,0.999962413326166,0.617416188778068,17,3.8196314395849,34
"88",88,"06_051",477.178166838311,110.495534916688,0.169765203446013,0.0393108869362075,47,12.925007793313,2534.15724791102,1801.20962598725,0.787526333278617,0.559752167466799,12,3.05508384457388,16
"89",89,"06_052",482.484297520661,189.409113197663,0.106951638497651,0.0419860607007831,35,17.9473334077462,2846.70318567068,1825.98140099235,0.884820165197149,0.567556594240549,14,3.1906040802272,16
"90",90,"06_053",7250.50574712644,3025.60053838258,0.231119419308768,0.0964450017529351,17,13.1480371659804,2874.12971985484,1433.07681757167,0.893257412940273,0.445389253576695,15,2.24106812275671,16
"91",91,"06_054",1235.78947368421,461.072872981917,0.172058832689273,0.0641951254637651,36,15.6397715236835,3117.18241180966,1543.69481432879,0.968889666855069,0.479814703404739,15,2.39703645889849,16
"92",92,"06_056",1339.51785714286,341.009981059713,0.164906080279222,0.0419812390053503,46,22.8389231890963,3205.56534077146,1603.20609223511,0.996358854018901,0.498311035653719,16,2.70578840194191,33
"93",93,"06_057",1803.57051282051,645.290813924899,0.103087642651098,0.0368832315449074,20,10.9106601905465,2475.5370855965,1643.48084078892,0.769449477909392,0.510828733795522,10,2.59258626019212,33
"94",94,"06_058",2067.26734693878,476.260010318003,0.371143286243098,0.0855045215111359,54,36.5206314223405,2758.58412158926,1838.663814568,0.857350978033317,0.571445404675993,13,3.12573699039359,34
"95",95,"06_059",2055.02777777778,568.354860521616,0.325274731716826,0.089960572200165,42,30.3787029306021,2846.96650125231,1890.42922346375,0.884820165197149,0.587534098860291,14,3.3044794560027,34
"96",96,"06_063",625.303892215569,141.540293048334,0.153044060031532,0.0346421977790954,49,23.6449527804622,3202.02707054944,1401.11681592707,0.995083746654029,0.435420607001125,15,2.15564679923385,33
"97",97,"06_064",1124.25741710297,274.658686592765,0.472062240157638,0.115325896809147,76,39.8107742249241,2980.90186074909,1928.71241966124,0.926534209264202,0.599489054027361,15,3.18750834591169,34
"98",98,"06_065",871.35773480663,135.948865516786,0.231144700525666,0.0360630984857846,63,38.2644102362494,2962.10938933975,1714.5261096438,0.920689013430271,0.532912578471737,15,2.9537581315646,34
"99",99,"06_066",3245.74390243902,784.557187735885,0.195032497355548,0.0471430132018093,44,30.4081039330663,2533.6898739822,1908.26157107972,0.787526333278617,0.593129511800489,12,3.30882187207335,34
"100",100,"06_067",2772.80597014925,672.462599323707,0.340340138621675,0.0825394985208443,46,28.8619050094867,3205.8618516826,1796.01485316687,0.996358854018901,0.558188525797847,16,3.11913610334432,34
"101",101,"06_068",1192.21487603306,166.799178486995,0.317131981508805,0.0443689766425585,50,21.2517273051477,2998.69133874048,1916.95539046676,0.931970206127304,0.595774992680821,15,3.50990650653021,33
"102",102,"06_069",502.693836978131,75.6637963184416,0.0926446680997575,0.0139445658200791,25,10.5725020738587,2685.63002437998,1689.60038555135,0.834676374208773,0.525116829522833,13,3.16340691213497,33
"103",103,"06_071",591.687697160883,108.777053186272,0.206168323807688,0.037902398227583,59,29.344705540999,2980.91827171083,1546.69243681389,0.926534209264202,0.480745637181056,15,2.55926243125106,34
"104",104,"06_073",1548.71727748691,429.42760264784,0.433525238531945,0.120207675459138,76,42.5539287824008,2846.97277126464,1987.51376683408,0.884820165197149,0.617706034020325,14,3.39034477473237,34
"105",105,"06_074",606.151533742331,171.563745088296,0.362007607081525,0.102461805941351,56,16.7651493099671,3254.74501095001,1669.65987911887,0.999962413326166,0.512973248761582,17,4.8865549308299,33
"106",106,"06_078",907.529010238908,152.375097079015,0.292279446114185,0.0490740334175384,72,35.87843010441,3201.44886331105,1608.4865488222,0.995083746654029,0.499954517402234,15,2.49241084048914,34
"107",107,"06_079",544.408510638298,48.5533049009161,0.0937500801487855,0.00836114082899329,32,15.0274445462663,3205.54945780622,2148.91096755325,0.996358854018901,0.667931191579649,16,3.56043077565244,34
"108",108,"06_080",364.07992007992,43.5645337763755,0.13353025813588,0.0159777651001784,41,18.4820741907186,2569.95629173709,1695.82447839306,0.798807525975651,0.527105212033969,12,2.81368953691225,33
"109",109,"06_081",974.777777777778,185.650662179773,0.25072152226634,0.0477510030415138,66,37.9944640663277,3205.54592827976,1714.89061030757,0.996358854018901,0.53302822092796,16,2.74431222345783,34
"110",110,"06_082",804.970266040689,93.4078039475858,0.188464510484194,0.0218692003780119,54,26.3776463378391,3205.54592827976,1983.78593081396,0.996358854018901,0.61660719292995,16,3.41087788052674,34
"111",111,"06_083",1311.14043209877,359.398655943357,0.311295684349718,0.0853297235118964,64,35.6719128865417,3205.54945780622,1817.71774752916,0.996358854018901,0.564988684684789,16,2.90047755042121,34
"112",112,"06_101",1029.43459915612,340.823571174645,0.178782903595392,0.0591911596116006,35,10.8001217962865,2529.58332328606,1389.74534374703,0.786251225913745,0.431964019595751,11,2.11917703820303,16
"113",113,"06_103",4017.592,1122.44195484408,0.184002925293271,0.0514070625297962,24,16.9626838758103,2508.9737176918,1437.51128555608,0.779844868966549,0.446810499535143,11,2.21777907056196,16
"114",114,"06_105",1320.35685483871,525.805428081057,0.239950624684214,0.0955554859794417,50,28.5792280559506,2846.7157234034,1837.05121840849,0.884820165197149,0.57099483070424,14,3.01461841504422,16
"115",115,"06_107",1428.21724709784,568.989223787113,0.315544394366466,0.125710118951287,62,31.8940920838752,2533.6898739822,1671.48212024479,0.787526333278617,0.51953326996104,12,2.61292055638022,16
"116",116,"06_108",1406.45083487941,666.342913412147,0.277755203808744,0.131593801312772,48,22.6125999565182,2533.92842241577,1824.52085824055,0.787526333278617,0.567047675368304,12,2.89457074730349,16
"117",117,"06_115",943.468244084682,187.489343768171,0.27758226562938,0.0551621288271609,53,29.3402013004378,2533.92144667787,1760.11634951154,0.787526333278617,0.547032733272725,12,3.02621317367865,34
"118",118,"06_121",1044.03060217177,129.927196792277,0.387499867182013,0.0482234633693768,62,28.5562846732456,2685.3712816261,1850.55504225443,0.834676374208773,0.575195908108232,13,2.99827416340665,33
"119",119,"06_122",1246.83587338804,191.067695404921,0.389679181357558,0.0597152397668404,93,51.5381996519142,2622.06006697812,1809.81444736971,0.814995520442449,0.562531227264462,13,2.92409719363505,34
"120",120,"06_123",1011.71512309496,191.081497476514,0.316195843694663,0.0597195533898875,79,46.4572704015883,2846.7063200935,1721.54537129426,0.884820165197149,0.535094909183657,14,2.91044836934202,34
"121",121,"06_127",813.391580619539,430.826393854562,0.375209898219286,0.19873616993334,52,18.1052308667632,2685.62854570832,2261.94345450127,0.834676374208773,0.702997726281033,13,4.00732985068082,33
"122",122,"06_130",750.196915776987,64.5833149649101,0.231713711103107,0.0199478820442242,41,18.362337273081,2922.18069674122,944.934345557204,0.726741244694286,0.235003524323615,12,3.17511699143734,33
"123",123,"06_133",843.676328502415,145.979468949349,0.255949971036519,0.0442864634069264,94,65.4557278062537,3201.7538063464,2137.32090534025,0.995083746654029,0.664265094359306,15,3.53982848492578,34
"124",124,"06_176",485.356234096692,49.1393734619203,0.139775817893166,0.014151453373584,37,17.2805473108315,2326.52611268564,1673.27300153229,0.723137685387021,0.520091633079448,11,2.7244817101328,33
"125",125,"07_002",1316.47222222222,871.137182436906,0.555665026074461,0.367695160613518,51,19.0588892432298,3205.56534077146,1697.69112302653,0.996358854018901,0.527679021326607,16,3.12050147306939,26
"126",126,"07_004",2786.5668358714,1220.47008797202,0.603400726706748,0.26427951719158,80,47.5108857995857,3205.56004643222,2022.32336277726,0.996358854018901,0.628582762140128,16,4.42074945174623,25
"127",127,"07_005",2293.67052767053,1387.70922324116,0.652981589778181,0.395064837695826,81,43.4996604807002,3205.86008657441,2493.87714751342,0.996358854018901,0.775079544851722,16,5.00302179083024,25
"128",128,"07_007",1551.68896713615,959.588606602434,0.484387749381801,0.299552922866008,66,36.097964924358,3205.85655636388,2591.13909277653,0.996358854018901,0.805308762788377,16,5.69439411504726,25
"129",129,"07_008",1584.1962890625,1106.14111029818,0.594371301935039,0.41501077637347,66,32.7461954745876,3205.8618516826,1812.18038829927,0.996358854018901,0.56321265809184,16,3.66827588558615,26
"130",130,"07_010",1453.36930693069,839.077827452874,0.537831509116444,0.310507791827646,67,34.3009233157685,3205.86361679272,1699.86777334473,0.996358854018901,0.528306412587771,16,3.39928529009312,26
"131",131,"07_013",1696.25584594223,860.354487472209,0.451829572355392,0.22917156104637,72,34.3840021302442,3205.56004643222,2541.55105445153,0.996358854018901,0.789970195336785,16,5.05992015284536,25
"132",132,"07_015",1960.21481481481,1023.05075101796,0.290875788984644,0.151810246573304,48,24.4125450099027,3205.84773087156,2198.27645627149,0.996358854018901,0.683211554215625,16,4.7245331065799,25
"133",133,"07_019",1388.26576217079,935.015480626582,0.637342042773621,0.429258354333881,76,40.2217699762449,3205.55298734045,2433.74591118328,0.996358854018901,0.756463641879031,16,4.88519006564973,26
"134",134,"07_020",2327.09228650138,1296.93967346772,0.619012061338827,0.344989025730622,75,42.0941497749124,3205.54769304202,2293.79407270977,0.996358854018901,0.712964601525426,16,4.40679791651169,24
"135",135,"07_022",1901.88571428571,1262.41548668508,0.658514145940038,0.437102213761629,80,45.4565324391439,3205.86538190479,2412.97958404701,0.996358854018901,0.749935910192091,16,5.15549521435093,25
"136",136,"07_023",2931.39751552795,1341.71499431188,0.518765074841562,0.237441314510662,52,29.914425790287,2962.09960488148,1704.23806743642,0.920689013430271,0.529716577515674,15,3.04893202187637,24
"137",137,"07_024",1383.87657657658,859.949602878629,0.562819610456751,0.349739643474489,69,20.5854333825027,3205.56357598977,2396.08983499275,0.996358854018901,0.744756815931371,16,5.65930917869792,25
"138",138,"07_026",1931.03614457831,1188.04547942939,0.587242365164095,0.361293411944384,73,42.7789847989857,3205.55298734045,2012.50530014574,0.996358854018901,0.625532468962183,16,4.16436473725336,24
"139",139,"07_027",2987.96330275229,1728.27264899235,0.59665137458373,0.34511007907189,74,45.0693430778383,3205.55651688245,2157.82261997701,0.996358854018901,0.670699662131461,16,4.7322496681401,24
"140",140,"07_028",2535.64019448947,1528.18282982907,0.573220449646594,0.345469223417639,75,49.5336320653855,3205.54769304202,1708.00473478729,0.996358854018901,0.530887637050425,16,3.10900983887187,24
"141",141,"07_109",1057.16905660377,461.692515805556,0.51322665636854,0.224139086059227,47,7.64898490223774,3205.85655636388,1867.20291608496,0.996358854018901,0.580314223354166,16,3.69454309106666,26
"142",142,"07_111",2371.24892703863,1210.40007176863,0.60729989642029,0.309995222277322,79,44.061906396648,3205.55828165636,2656.01401324764,0.996358854018901,0.825548265224538,16,5.52458044372892,25
"143",143,"07_117",2333.27769347496,1323.47272679387,0.563379094778549,0.319557705827453,52,16.8715825868278,3205.84773087156,1750.08438670828,0.996358854018901,0.543916062258821,16,3.24485957159435,26
